id,why_correct,why_others_wrong,cites
REG-MCQ-BUSI-0368,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, shipping term is material modification; Yes, but only if Party A agrees to shipping date","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0369,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","Yes, but only if Party A agrees to shipping date; No, mirror image rule violated","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0370,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, shipping term is material modification; Yes, but only if Party A agrees to shipping date","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0371,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, shipping term is material modification; Yes, but only if Party A agrees to shipping date","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0372,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, mirror image rule violated; Yes, but only if Party A agrees to shipping date","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0373,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, mirror image rule violated; Yes, but only if Party A agrees to shipping date","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0374,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, shipping term is material modification; Yes, but only if Party A agrees to shipping date","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0375,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, mirror image rule violated; Yes, but only if Party A agrees to shipping date","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0376,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, shipping term is material modification; Yes, but only if Party A agrees to shipping date","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0377,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, shipping term is material modification; No, mirror image rule violated","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0378,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","Yes, but only if Party A agrees to shipping date; No, mirror image rule violated","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0379,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, mirror image rule violated; Yes, but only if Party A agrees to shipping date","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0380,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, mirror image rule violated; No, shipping term is material modification","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0381,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, shipping term is material modification; No, mirror image rule violated","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0382,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, shipping term is material modification; Yes, but only if Party A agrees to shipping date","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0383,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","Yes, but only if Party A agrees to shipping date; No, shipping term is material modification","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0384,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, mirror image rule violated; No, shipping term is material modification","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0385,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","Yes, but only if Party A agrees to shipping date; No, mirror image rule violated","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0386,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","Yes, but only if Party A agrees to shipping date; No, shipping term is material modification","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0387,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, mirror image rule violated; Yes, but only if Party A agrees to shipping date","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0388,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, shipping term is material modification; Yes, but only if Party A agrees to shipping date","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0389,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","Yes, but only if Party A agrees to shipping date; No, mirror image rule violated","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0390,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, shipping term is material modification; No, mirror image rule violated","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0391,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","Yes, but only if Party A agrees to shipping date; No, shipping term is material modification","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0392,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","Yes, but only if Party A agrees to shipping date; No, mirror image rule violated","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0393,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, shipping term is material modification; Yes, but only if Party A agrees to shipping date","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0394,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, shipping term is material modification; No, mirror image rule violated","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0395,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, mirror image rule violated; No, shipping term is material modification","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0396,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","Yes, but only if Party A agrees to shipping date; No, mirror image rule violated","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0397,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, mirror image rule violated; Yes, but only if Party A agrees to shipping date","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0398,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, mirror image rule violated; Yes, but only if Party A agrees to shipping date","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0399,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, shipping term is material modification; Yes, but only if Party A agrees to shipping date","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0400,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, mirror image rule violated; Yes, but only if Party A agrees to shipping date","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0401,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, shipping term is material modification; No, mirror image rule violated","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0402,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, shipping term is material modification; Yes, but only if Party A agrees to shipping date","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0403,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, shipping term is material modification; Yes, but only if Party A agrees to shipping date","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0404,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, shipping term is material modification; Yes, but only if Party A agrees to shipping date","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0405,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, mirror image rule violated; Yes, but only if Party A agrees to shipping date","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0406,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, shipping term is material modification; Yes, but only if Party A agrees to shipping date","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0407,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, mirror image rule violated; Yes, but only if Party A agrees to shipping date","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0408,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","Yes, but only if Party A agrees to shipping date; No, shipping term is material modification","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0409,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","Yes, but only if Party A agrees to shipping date; No, mirror image rule violated","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0410,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, shipping term is material modification; No, mirror image rule violated","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0411,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","Yes, but only if Party A agrees to shipping date; No, shipping term is material modification","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0412,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, shipping term is material modification; No, mirror image rule violated","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0413,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, shipping term is material modification; No, mirror image rule violated","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0414,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","Yes, but only if Party A agrees to shipping date; No, mirror image rule violated","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0415,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","Yes, but only if Party A agrees to shipping date; No, shipping term is material modification","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0416,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, mirror image rule violated; No, shipping term is material modification","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0417,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, mirror image rule violated; Yes, but only if Party A agrees to shipping date","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0418,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, mirror image rule violated; Yes, but only if Party A agrees to shipping date","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0419,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, shipping term is material modification; Yes, but only if Party A agrees to shipping date","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0420,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, shipping term is material modification; No, mirror image rule violated","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0421,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, mirror image rule violated; Yes, but only if Party A agrees to shipping date","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0422,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, mirror image rule violated; No, shipping term is material modification","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0423,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, shipping term is material modification; No, mirror image rule violated","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0424,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","Yes, but only if Party A agrees to shipping date; No, shipping term is material modification","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0425,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, mirror image rule violated; Yes, but only if Party A agrees to shipping date","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0426,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, mirror image rule violated; Yes, but only if Party A agrees to shipping date","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0427,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, shipping term is material modification; Yes, but only if Party A agrees to shipping date","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0428,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, shipping term is material modification; Yes, but only if Party A agrees to shipping date","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0429,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, shipping term is material modification; Yes, but only if Party A agrees to shipping date","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0430,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, shipping term is material modification; No, mirror image rule violated","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0431,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, mirror image rule violated; No, shipping term is material modification","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0432,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","Yes, but only if Party A agrees to shipping date; No, shipping term is material modification","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0433,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, mirror image rule violated; No, shipping term is material modification","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0434,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, mirror image rule violated; Yes, but only if Party A agrees to shipping date","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0435,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","Yes, but only if Party A agrees to shipping date; No, mirror image rule violated","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0436,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, mirror image rule violated; No, shipping term is material modification","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0437,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, mirror image rule violated; Yes, but only if Party A agrees to shipping date","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0438,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, mirror image rule violated; Yes, but only if Party A agrees to shipping date","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0439,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, shipping term is material modification; No, mirror image rule violated","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0440,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","Yes, but only if Party A agrees to shipping date; No, shipping term is material modification","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0441,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, shipping term is material modification; Yes, but only if Party A agrees to shipping date","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0442,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, mirror image rule violated; Yes, but only if Party A agrees to shipping date","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0443,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","Yes, but only if Party A agrees to shipping date; No, mirror image rule violated","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0444,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, shipping term is material modification; No, mirror image rule violated","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0445,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, mirror image rule violated; No, shipping term is material modification","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0446,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, mirror image rule violated; Yes, but only if Party A agrees to shipping date","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0447,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","Yes, but only if Party A agrees to shipping date; No, shipping term is material modification","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0448,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, shipping term is material modification; Yes, but only if Party A agrees to shipping date","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0449,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","Yes, but only if Party A agrees to shipping date; No, mirror image rule violated","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0450,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, shipping term is material modification; Yes, but only if Party A agrees to shipping date","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0451,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","Yes, but only if Party A agrees to shipping date; No, shipping term is material modification","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0452,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, shipping term is material modification; No, mirror image rule violated","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0453,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, shipping term is material modification; Yes, but only if Party A agrees to shipping date","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0454,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, shipping term is material modification; No, mirror image rule violated","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0455,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, shipping term is material modification; Yes, but only if Party A agrees to shipping date","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0456,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, mirror image rule violated; Yes, but only if Party A agrees to shipping date","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0457,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, mirror image rule violated; No, shipping term is material modification","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0458,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","Yes, but only if Party A agrees to shipping date; No, shipping term is material modification","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0459,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","Yes, but only if Party A agrees to shipping date; No, mirror image rule violated","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0460,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, shipping term is material modification; Yes, but only if Party A agrees to shipping date","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0461,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, mirror image rule violated; Yes, but only if Party A agrees to shipping date","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0462,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","Yes, but only if Party A agrees to shipping date; No, mirror image rule violated","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0463,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, shipping term is material modification; No, mirror image rule violated","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0464,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, shipping term is material modification; No, mirror image rule violated","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0465,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, mirror image rule violated; No, shipping term is material modification","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0466,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","Yes, but only if Party A agrees to shipping date; No, mirror image rule violated","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0467,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, mirror image rule violated; No, shipping term is material modification","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0468,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, shipping term is material modification; No, mirror image rule violated","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0469,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, shipping term is material modification; Yes, but only if Party A agrees to shipping date","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0470,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, mirror image rule violated; No, shipping term is material modification","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0471,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, mirror image rule violated; No, shipping term is material modification","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0472,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","Yes, but only if Party A agrees to shipping date; No, shipping term is material modification","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0473,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","Yes, but only if Party A agrees to shipping date; No, shipping term is material modification","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0474,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, mirror image rule violated; Yes, but only if Party A agrees to shipping date","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0475,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, mirror image rule violated; No, shipping term is material modification","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0476,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, mirror image rule violated; Yes, but only if Party A agrees to shipping date","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0477,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","Yes, but only if Party A agrees to shipping date; No, shipping term is material modification","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0478,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, mirror image rule violated; No, shipping term is material modification","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0479,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","Yes, but only if Party A agrees to shipping date; No, shipping term is material modification","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0480,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, mirror image rule violated; No, shipping term is material modification","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0481,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","Yes, but only if Party A agrees to shipping date; No, mirror image rule violated","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0482,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, mirror image rule violated; No, shipping term is material modification","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0483,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, mirror image rule violated; No, shipping term is material modification","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0484,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, mirror image rule violated; Yes, but only if Party A agrees to shipping date","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0485,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","Yes, but only if Party A agrees to shipping date; No, mirror image rule violated","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0486,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, shipping term is material modification; No, mirror image rule violated","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0487,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, mirror image rule violated; Yes, but only if Party A agrees to shipping date","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0488,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, shipping term is material modification; No, mirror image rule violated","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0489,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, shipping term is material modification; Yes, but only if Party A agrees to shipping date","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0490,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, shipping term is material modification; No, mirror image rule violated","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0491,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, shipping term is material modification; No, mirror image rule violated","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0492,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, shipping term is material modification; Yes, but only if Party A agrees to shipping date","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0493,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","Yes, but only if Party A agrees to shipping date; No, mirror image rule violated","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0494,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, mirror image rule violated; Yes, but only if Party A agrees to shipping date","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0495,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, shipping term is material modification; No, mirror image rule violated","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0496,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, shipping term is material modification; No, mirror image rule violated","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0497,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, shipping term is material modification; No, mirror image rule violated","UCC §2-207(2), UCC §2-206"
REG-MCQ-BUSI-0498,"UCC §2-207: Between merchants, additional terms become part of contract unless material. Shipping date is typically not material.","No, shipping term is material modification; Yes, but only if Party A agrees to shipping date","UCC §2-207(2), UCC §2-206"
